publicId,uploader,thumbnailUrl,visibility,license,title,originalAuthor,description,stats.noteCount,stats.tempo,stats.duration,stats.minutesSpent,stats.nbsVersion,createdAt
8dqzthf7zm,PlayfulPotato,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/8dqzthf7zm.png,public,standard,Fairy Fox Festival,,Made for Smithed Summit 2026\r\nTelling me there was going to be bamboo shoots in a zone is going to be the second worst mistake they ever make.\r\n\r\n#summit26\r\nMinecraft IGN: LoginatorV\r\n[Textured Tropics],13578,10,155.20000000000002,292,6,2026-06-21T04:28:52.144Z
PeXxdefOtw,PlayfulPotato,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/PeXxdefOtw.png,public,standard,World Shattering Providence (Smithed Mix),,Remixed for Smithed Summit 2026\r\nI couldn't help myself. From the start I felt this song would fit with a couple changes. Sooo..... here we are.\r\n\r\n#summit26\r\nMinecraft IGN: LoginatorV\r\n[Welded Woodlands],15463,15,111.93333333333334,987,6,2026-06-22T02:42:02.607Z
tFDamSfzGO,QueasyQuery,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/tFDamSfzGO.png,public,cc_by_sa,Machines Root for the Undergrowth,,"Yep, that's an original song for the [Welded Woodlands] in #summit26! I focused on the idea of nature reclaiming industrial machines, and had a night landscape in mind while composing. The composition might've run loose and wandered a bit from the real area's theme a slight bit. Whatever!",21078,20,200.4,1671,5,2026-06-15T21:25:41.624Z
Tav7Yeipdb,T_ufy,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/Tav7Yeipdb.png,public,cc_by_sa,There's a Great Big Beautiful Tomorrow,Richard and Robert Sherman,"Hey all. This is my first cover I've made using NBS! This song you may recognize if you've ever been on the Carousel of Progress in Magic Kingdom. I heard about the jam, and thought I'd like to give 'er a shot. So here, I'm gonna throw this one into Patched Plateaus! #summit26",891,10,77.10000000000001,334,5,2026-06-11T23:13:16.846Z
ZhqmXKLrlf,Tzunamy,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/ZhqmXKLrlf.png,public,standard,Wintry Woods [#summit26],,"[Created for the Welded Woodlands]\r\n\r\nWith the highest part of the mountain covered in snow, many many creative individuals decided to share their own creations with the world! As they set their booths on the snowy floor, the forest started singing to them... a mysterious, yet calm melody kept them safe from the dangers of the woods.",17640,20,176.4,1694,6,2026-06-22T02:49:27.369Z
CMnbfau5sn,alexzes,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/CMnbfau5sn.png,public,cc_by_sa,Meltdown feat.Kagamine Rin,iroha (sasaki),This is my first attempt at a cover here on NBS of one of my favorite Vocaloid songs!! I made this entirely by ear. I hope y'all enjoy it :)\r\n#summit26\r\nRegion: [Patched Plateaus],4173,10,92.80000000000001,836,5,2026-06-04T20:02:06.301Z
o8OfLrGOop,itikgamemix6908,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/o8OfLrGOop.png,public,standard,"Fun Fun Fun Dayo, Lucky Star",Satoru Kōsaki,Username: ItikGamemix6908\r\nRegion: Patched Plateaus\r\n#summit26,818,20,93.80000000000001,116,5,2026-06-10T13:10:23.085Z
Qw4h70EKw7,kaliumi,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/Qw4h70EKw7.png,public,cc_by_sa,Like Broken Clockwork [#summit26],,A light 5/4 composition meant to be played at #summit26 in the [Welded Woodlands] area.\r\n\r\nMinecraft username: KaliumI,13421,20,132.25,919,5,2026-06-12T12:56:52.826Z
twZvNGQd4Z,kaliumi,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/twZvNGQd4Z.png,public,cc_by_sa,In Flighty Steps [#summit26],,A composition meant to be played at #summit26 in the [Textured Tropics] area.\r\n\r\nMinecraft username: KaliumI,13467,20,109.65,3401,5,2026-06-12T13:03:11.155Z
CHydZWXQZw,kaliumi,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/CHydZWXQZw.png,public,cc_by_sa,Through the Field [#summit26],,A composition meant to be played at #summit26 in the [Patched Plateaus] area.\r\n\r\nMinecraft username: KaliumI,15251,20,136.3,1508,5,2026-06-12T13:05:19.433Z
v75IJ5vx4c,kaliumi,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/v75IJ5vx4c.png,public,cc_by_sa,"Limbus Company OST - Run Bongy, Run",Project Moon,_Jussis!_\n_Jussis!!_\n_Jussis!!!_\n\n_...Jussis?_\n\nFrom Limbus Company's 2026 April Fools event. Meant to be played at #summit26 in the [Patched Plateaus] area.\n\nYouTube version: https://youtu.be/IX9I4k1lzlY\n\nMinecraft username: KaliumI,11021,20,108.95,1166,5,2026-06-12T13:10:14.321Z
f9e5Lb0YcJ,minesculptor,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/f9e5Lb0YcJ.png,public,standard,Stardew Valley OST - In The Deep Woods Note Block Cover #summit26,ConcernedApe,I made a note block cover of the secret woods' theme from the video game Stardew Valley. Hopefully this gets played in some autumnal forest at the Smithed Summit 2026! #summit26 [Welded Woodlands]\n\nMinecraft username: minesculptor,8357,20,121.2,2514,5,2026-06-15T07:14:55.029Z
anBPTvsIYj,overlordvizeon,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/anBPTvsIYj.png,public,standard,Cascade Unending,,"What? I would never be late...\n\n#summit26 [Welded Woodlands]\n\n-- SEARCH KEYWORDS --\nvizeon, overlordvizeon, original",43576,20,145.6,309,6,2026-07-17T00:43:46.263Z
eeDEu7KsZI,raphaelbertges,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/eeDEu7KsZI.png,public,standard,Norwegian Woods,,"#summit26 [Welded Woodlands] (MC-Name: MusicAphi)\r\nHere is my Submission. Inspired by the image I thought about the Snowy Taiga, and Scandinavic Countries. The piece begins with arpeggiated runs, symboling a dense forrest covered in snow, which is moving through the air. The fanfare, is inspired by Viking-Calls. The is also a deep ""bell""-Sound, this sound is a person using an anvil to forge something. The is also a part, that represents a ""traditional-song"", that the vikings sung (not based on a real piece).\r\n\r\nThe whole thing is pretty vanilla, except for some deep Bass Sound, that are below the normal Range, and the Custom: block.portal.trigger-Sound (which I found in the NBS-Sounds folder) used as transition.",9746,20,86.9,173,6,2026-06-23T13:30:44.702Z
T6ULFE1tM0,reydotcast,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/T6ULFE1tM0.png,public,standard,Patched Plateaus - A Place To Be Alive (Among The Sunflowers),,"#summit26 [Patched Plateaus]\r\n\r\nthe main thing i notice about the patched plateaus is the beautiful sunflower fields that break up the city!\r\nthis song, having some loose inspiration from the Lewis Armstrong tune What A Wonderful World, aims to embody skipping through the fields and stopping to smell the flowers!",14544,16,165.0625,916,6,2026-06-22T00:12:58.479Z
Vom8RJneOC,reydotcast,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/Vom8RJneOC.png,public,standard,Textured Tropics - Bamboo Bossa,,"#summit26 [Textured Tropics]\r\n\r\nthis location felt like my call to stray even more from my typical style, leading me more into the percussion (which i love to neglect), making an exotic feel out of silverfish maracas and whatever sounds the bamboo hit noise represents :3",16883,22,162.95454545454547,556,6,2026-06-22T00:31:27.750Z
cJmP72kUj4,reydotcast,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/cJmP72kUj4.png,public,standard,Welded Woodlands - With Hands Raised To The Sky,,"#summit26 [Welded Woodlands]\r\n\r\nwith hands raised to the sky aims to embody exploration and discovery in the harsh cold, having an INTENSE up and down story to it\r\nthis song is a little bit overdramatic, being the first song i made for the jam, but hey, what can i say i did a pretty good job on it",19954,16,180.9375,586,6,2026-06-22T00:34:33.202Z
xFfrpXc7X5,stunningwheel94,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/xFfrpXc7X5.png,public,cc_by_sa,You've Got to be Modernistic,James P. Johnson,Made for the Textured Tropics area in the upcoming Summit event.\r\n\r\n#summit26 [Textured Tropics]\r\nIGN: StunningWheel94\r\n(Hope to see you there!),5778,10,141.1,1508,6,2026-06-17T20:55:33.350Z
9fEtvgfUpe,stunningwheel94,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/9fEtvgfUpe.png,public,cc_by_sa,Nintendo Land Main Theme,Nintendo,Made for the Patched Plateaus area in the upcoming Summit event.\r\n\r\n#summit26 [Patched Plateaus]\r\nIGN: StunningWheel94\r\n(First song that came to mind for the Patched Plateaus),4292,10,64.3,1856,6,2026-06-17T21:00:50.696Z
gBYTGbfqfK,stunningwheel94,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/gBYTGbfqfK.png,public,cc_by_sa,Super Mario 3D Land - Clocktower,Nintendo,Made for the Welded Woodlands area in the upcoming Summit event.\r\n\r\n#summit26 [Welded Woodlands]\r\nIGN: StunningWheel94\r\n(Better join the event to hear this song as I know I will),3480,10,79.60000000000001,383,6,2026-06-17T21:04:59.400Z
geym05hfr7,suluntulu,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/geym05hfr7.png,public,standard,The Flowers & Forestation Station,,"#summit26 [Patched Plateaus]\n\nSubmission piece for Patched Plateaus for Smithed Summit 2026.\n\n* edit: Changed submission name from ""Patched Plataeus"" to ""The Flowers & Forestation Station""",5980,20,116.80000000000001,99,6,2026-06-17T06:56:12.923Z
UHIpXKhVVQ,superbaconbro,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/UHIpXKhVVQ.png,public,cc_by_sa,Super Mario Bros Wonder - Pipe Rock Plateau [#summit26},"Koji Kondo, Nauto Kubo","The Overworld Theme for Pipe Rock Plateau from Super Mario Bros Wonder\nComposed for the ""The Summit of One's Success"" Jam for the Smithed Summit In-Game Convention [Patched Plateaus] #summit26",17572,20,165.60000000000002,2001,6,2026-06-18T07:47:16.019Z
EuY0qMDoDJ,superbaconbro,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/EuY0qMDoDJ.png,public,cc_by_sa,Johnny Core Conga [#summit26],,"Feel the Tropic Vibes and jive to the Johnny Core Conga!\nComposed for the ""The Summit of One's Success"" Jam for the Smithed Summit In-Game Convention [Textured Tropics] #summit26",38694,20,307.1,336,6,2026-06-18T07:58:38.114Z
IN5LlK1xOI,superbaconbro,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/IN5LlK1xOI.png,public,cc_by_sa,scrumptiously rustic valves [#summit26],,"Relax and feel the soothing sound of scrumptiously rustic valves...\r\nComposed for the ""The Summit of One's Success"" Jam for the Smithed Summit In-Game Convention [Welded Woodlands] #summit26",34204,20,307.20000000000005,596,6,2026-06-18T08:01:15.877Z
KOsyMsYF3M,techity,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/KOsyMsYF3M.png,public,cc_by_sa,Bedraggled,,"#summit26 [Patched Plateaus]\nWeek 22\nThey finally got trumpets babeee \nPlease credit me as Techity, capitalized as a normal name.\nhttps://www.youtube.com/watch?v=UkZDa3m-1xw for a Youtube link!",9985,20,115.15,562,6,2026-06-20T01:20:35.088Z
Or5TlUK2HM,u3002,https://noteblockworld-thumbs-production.s3.us-east-005.backblazeb2.com/thumbs/Or5TlUK2HM.png,private,cc_by_sa,Stardew Valley - Summer (Nature's Crescendo),ConcernedApe,#summit26 [Textured Tropics],18275,20,207.15,0,6,2026-06-25T09:04:46.525Z
